Com_Name,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,annual_mean,annual_max,n_months_present,rarity,present_m1,present_m2,present_m3,present_m4,present_m5,present_m6,present_m7,present_m8,present_m9,present_m10,present_m11,present_m12
Forsters/Common Tern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-5,3.54e-5,6.09e-5,4.53e-5,0,0,2.42e-5,4.08e-5,0,0,6.26e-5,0,0,0,3.02e-5,2.06e-5,0,2.93e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,4.015e-5,1.6250000000000002e-5,1.565e-5,1.27e-5,7.325e-6,0,0,0,7.672916666666667e-6,4.015e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common/Arctic Tern,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23e-5,0,0,1.9e-5,1.77e-5,2.03e-5,6.04e-5,4.42e-5,0.0015,0,8.15e-5,5.23e-5,0,0,1.141e-4,9.04e-5,1.556e-4,2.117e-4,2.89e-4,5.51e-5,8.8e-5,8.92e-5,4.9e-5,3.03e-5,0,3.46e-5,0,0,0,0,0,0,0,0,0,NA,0,0,0,5.575e-6,2.935e-5,4.06425e-4,4.1599999999999995e-5,1.86675e-4,7.0325e-5,1.6225e-5,0,0,6.301458333333333e-5,4.06425e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sterna sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-5,3.54e-5,2.03e-5,0,0,2.3e-5,2.42e-5,6.11e-5,5.23e-5,0,3.13e-5,0,0.0015,3.11e-5,6.05e-5,4.13e-5,5.51e-5,1.174e-4,0,4.9e-5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1.8675e-5,2.7074999999999997e-5,2.09e-5,4.08225e-4,5.5375e-5,0,0,0,4.4187500000000003e-5,4.08225e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Elegant Tern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,2.28e-5,0,0,3.02e-5,6.19e-5,0,0.0015,0.0015,0,0,0,0,0,2.742e-4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3.807e-4,2.3025e-5,7.5e-4,0,6.855e-5,0,1.0185625e-4,7.5e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tern sp.,0,0,0,0,0,0,0,0,0,0,0,0,2.35e-5,4.47e-5,1.049e-4,1.243e-4,1.517e-4,3.545e-4,8.13e-5,1.509e-4,1.106e-4,9.19e-5,4.84e-5,8.15e-5,0,5.99e-5,1.252e-4,1.369e-4,1.808e-4,2.49e-4,4.838e-4,7.843e-4,3.86e-4,3.522e-4,3.866e-4,2.938e-4,0,8.92e-5,6.92e-5,4.95e-5,0,3.25e-5,0,0,0,0,0,0,NA,0,0,0,7.435e-5,1.846e-4,8.31e-5,8.05e-5,4.24475e-4,3.5465e-4,5.1975e-5,8.125e-6,0,1.0514791666666667e-4,4.24475e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gull/tern sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69e-5,3.54e-5,0,3.02e-5,2.21e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97e-5,0,3.03e-5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.0625e-5,5.525e-6,0,0,7.425e-6,7.575e-6,0,0,4.2625e-6,3.0625e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
American Flamingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28e-5,0,0,0,0,2.76e-5,0,0,0,0,2.97e-5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5.7e-6,0,6.9e-6,7.425e-6,0,0,1.66875e-6,7.425e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pied-billed Grebe,0.0540648,0.0551951,0.0570997,0.0553459,0.0538732,0.0467622,0.0394674,0.056862,0.0551087,0.0540134,0.0498654,0.0522292,0.0574251,0.054909,0.0480267,0.0408943,0.0355091,0.0355174,0.034253,0.0333374,0.0296154,0.0279463,0.0260689,0.0262525,0.0271917,0.028307,0.0344849,0.036542,0.0486578,0.0517896,0.0586634,0.0665428,0.0706703,0.0740697,0.0797229,0.0847267,0.0874693,0.0878503,0.0932637,0.0952853,0.0908655,0.0868053,0.0825509,0.075433,0.0713019,0.0645913,0.0547306,0.0549217,NA,0.055426375,0.0492412,0.052804175,0.050313775,0.034654225,0.027470775,0.0316314,0.0564134,0.0772974,0.09096715,0.083913675,0.061386375,0.05595999375,0.09096715,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Horned Grebe,0.0952884,0.1039322,0.0922528,0.0964594,0.0818596,0.0833962,0.0600669,0.0739888,0.0741802,0.0772007,0.065133,0.0567035,0.0536469,0.0568078,0.0541953,0.0498905,0.0346939,0.0195133,0.0076389,0.0057952,0.0032955,0.0034703,0.0026843,0.003037,0.0027976,0.0021567,0.0027538,0.0028969,0.0040071,0.0058201,0.0081343,0.0141176,0.0272424,0.0437845,0.0536739,0.0707973,0.089531,0.1160231,0.1212394,0.1286896,0.1216795,0.1378616,0.1189063,0.1063273,0.1007857,0.1103579,0.1029552,0.0946837,NA,0.09698319999999999,0.074827875,0.06830435,0.053635125,0.016910325,0.0031217750000000002,0.00265125,0.008019775,0.048874524999999995,0.113870775,0.121193675,0.102195625,0.059215689583333335,0.121193675,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Red-necked Grebe,0.0513416,0.053988,0.0506089,0.0490566,0.0413727,0.0407284,0.0294563,0.037335,0.0372071,0.0390063,0.0343908,0.0333104,0.035835,0.0430917,0.0485932,0.0544274,0.0477563,0.0393279,0.0325667,0.0240107,0.0170084,0.0158807,0.0147272,0.0144715,0.0135958,0.0129703,0.0142383,0.0180429,0.0244343,0.0349206,0.0430602,0.0539732,0.0680508,0.0796455,0.0790687,0.0850204,0.0916533,0.1026656,0.1021163,0.0970186,0.0857241,0.0911927,0.0742883,0.0650053,0.0598969,0.0635119,0.0608689,0.0515069,NA,0.051248774999999996,0.0372231,0.03597865,0.045486825,0.0359154,0.01552195,0.014711825000000001,0.039097075,0.07794635,0.09836344999999999,0.0790526,0.05894615,0.04912434583333333,0.09836344999999999,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Eared Grebe,0.0036388,0.0041042,0.0042415,0.0044258,0.0028872,0.0022358,0.001433,0.0016543,0.0010238,0.0012631,0.0015009,0.0012507,0.0015958,0.0023009,0.0042592,0.0079085,0.0108442,0.0138419,0.0131039,0.0132052,0.0106385,0.01025,0.0093103,0.008316,0.0074516,0.0073388,0.0086682,0.0101049,0.0094001,0.0096172,0.0092833,0.0093086,0.0066452,0.0068377,0.0085938,0.0064628,0.0050329,0.0058607,0.0058787,0.0043086,0.0038389,0.0039649,0.0033802,0.0031106,0.0011405,0.0020293,0.0022789,0.0019144,NA,0.004102575,0.002052575,0.0012596250000000001,0.0040161,0.012748800000000001,0.0096287,0.008390874999999999,0.009402299999999999,0.007134875000000001,0.005270225,0.0035736500000000003,0.001840775,0.005785089583333333,0.012748800000000001,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Horned/Eared Grebe,1.878e-4,4.225e-4,3.213e-4,4.426e-4,2.297e-4,4.849e-4,6.17e-4,5.19e-4,3.218e-4,3.007e-4,3.364e-4,4.052e-4,3.989e-4,2.904e-4,2.937e-4,2.02e-4,3.223e-4,1.772e-4,0.0015,1.056e-4,8.85e-5,4.6e-5,2.42e-5,4.08e-5,5.23e-5,5.99e-5,3.13e-5,1.369e-4,1.808e-4,2.49e-4,3.024e-4,3.922e-4,4.963e-4,7.923e-4,0.0010408,9.058e-4,0.0015159,8.032e-4,0.0013486,0.0011143,5.484e-4,5.85e-4,5.634e-4,3.181e-4,5.069e-4,1.727e-4,2.205e-4,3.88e-4,NA,3.4355000000000003e-4,4.6265e-4,3.41025e-4,2.9625e-4,5.26275e-4,4.9875e-5,7.01e-5,2.811e-4,8.087999999999999e-4,0.0011955,5.03725e-4,3.22025e-4,4.3340625e-4,0.0011955,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Western Grebe,0.0189919,0.020883,0.0180264,0.0174237,0.0150595,0.0147075,0.0103097,0.0119692,0.0111738,0.011729,0.0119294,0.0102168,0.0117103,0.0149894,0.0168691,0.0209444,0.0211576,0.0209489,0.0175125,0.0146087,0.0124079,0.01025,0.0106645,0.0097835,0.0099354,0.0120117,0.011109,0.0136405,0.0136483,0.015873,0.0177502,0.0180805,0.0226377,0.0300798,0.03946,0.0548116,0.0650032,0.0705063,0.0702331,0.0664867,0.0550814,0.0498213,0.0404492,0.0333333,0.0267804,0.0256466,0.0256193,0.0245246,NA,0.01883125,0.013011475,0.01126225,0.016128299999999998,0.018556925,0.010776475,0.011674150000000001,0.016338000000000002,0.036747275,0.068057325,0.0446713,0.025642724999999998,0.024308120833333332,0.068057325,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Clarks Grebe,4.7e-5,1.509e-4,9.64e-5,4.66e-5,0.0015,1.077e-4,0.0015,6.49e-5,0.0015,9.02e-5,2.59e-5,8.81e-5,4.69e-5,8.94e-5,2.937e-4,5.283e-4,6.825e-4,5.849e-4,0.001219,0.0011771,0.0010838,0.001287,0.0012333000000000001,0.0015083,0.0018825,0.001318,0.0011265,0.0011405,0.001175,8.092e-4,0.0014817,9.907e-4,6.066e-4,0.001526,0.0016058,0.001836,0.0019404,0.0012792,0.0015907,5.695e-4,4.456e-4,1.95e-4,0.0015,1.06e-4,2.112e-4,0.0015,7.35e-5,5.17e-5,NA,8.5225e-5,7.931500000000001e-4,4.2605000000000003e-4,2.39575e-4,9.15875e-4,0.0012781,0.001366875,0.00111415,0.0013936,0.00134495,5.6165e-4,4.591e-4,8.31525e-4,0.0013936,5,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Western x Clarks Grebe (hybrid),2.35e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-5,7.77e-5,7.58e-5,3.54e-5,8.13e-5,4.53e-5,0.0015,2.3e-5,2.42e-5,0,0,3e-5,0,0,3.01e-5,0,0,0,2.76e-5,0,2.97e-5,9.79e-5,9.1e-5,8.92e-5,5.187e-4,2.476e-4,3.085e-4,6.5e-5,2.253e-4,7.07e-5,1.267e-4,0,3.68e-5,0,NA,5.875e-6,0,0,2.4675e-5,5.945e-5,3.868e-4,7.5e-6,7.525e-6,3.88e-5,2.36625e-4,1.67375e-4,4.0875e-5,8.129166666666667e-5,3.868e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Western/Clarks Grebe,4.7e-5,3.02e-5,6.43e-5,2.329e-4,0.0015,5.39e-5,1.393e-4,9.73e-5,1.17e-4,1.203e-4,2.59e-5,3.52e-5,2.35e-5,0,6.29e-5,3.11e-5,0,1.77e-5,2.03e-5,0,0,2.3e-5,2.42e-5,0,0,5.99e-5,3.13e-5,0.0015,0,0,3.02e-5,0.0015,2.76e-5,5.87e-5,1.487e-4,1.469e-4,1.516e-4,2.38e-4,2.766e-4,2.476e-4,2.057e-4,6.5e-5,1.502e-4,2.474e-4,1.267e-4,4.32e-5,0,1.035e-4,NA,9.36e-5,4.47625e-4,7.46e-5,2.9375e-5,9.5e-6,1.1799999999999999e-5,3.978e-4,3.8255e-4,9.5475e-5,2.2845e-4,1.67075e-4,6.835e-5,1.6718333333333332e-4,4.47625e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
grebe sp.,1.643e-4,6.337e-4,4.499e-4,3.96e-4,4.921e-4,6.734e-4,3.782e-4,3.892e-4,2.633e-4,3.609e-4,4.917e-4,4.404e-4,3.52e-4,5.361e-4,3.567e-4,3.884e-4,3.033e-4,2.658e-4,1.219e-4,9.05e-5,1.769e-4,1.379e-4,4.84e-5,8.15e-5,2.61e-5,2.097e-4,1.565e-4,1.141e-4,3.314e-4,2.801e-4,3.326e-4,2.89e-4,8.272e-4,6.163e-4,6.839e-4,0.0015912,0.0015463,0.001309,0.0018673,0.0010153,5.827e-4,9.1e-4,4.507e-4,3.888e-4,4.646e-4,7.34e-4,5.146e-4,4.139e-4,NA,4.10975e-4,4.83225e-4,3.89075e-4,4.083e-4,1.95375e-4,1.1117499999999999e-4,1.2660000000000001e-4,3.08275e-4,9.2965e-4,0.001434475,5.8305e-4,5.31775e-4,4.926625e-4,0.001434475,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Red-throated Loon,0.0172078,0.0203398,0.0185084,0.0187747,0.0152236,0.0158119,0.0097524,0.0125531,0.0108521,0.0106764,0.0078667,0.0072046,0.0069933,0.0092036,0.0074065,0.0065723,0.0063511,0.0043422,0.0037788,0.0034862,0.0036273,0.0043436,0.0046914,0.0044434,0.003582,0.0034448,0.0032545,0.0046533,0.0035251,0.0042328,0.0034472,0.0049536,0.0044669,0.0056345,0.0063338,0.0061935,0.0087318,0.0116321,0.0123798,0.0141145,0.01491,0.0200845,0.0218583,0.0189113,0.0186703,0.0211994,0.0217599,0.0191954,NA,0.018707675,0.01333525,0.00914995,0.007543925,0.004489575,0.004276425,0.00373365,0.004039675,0.005657175,0.01171455,0.018941025,0.020206250000000002,0.01014959375,0.020206250000000002,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Arctic Loon,0,0,0,0,0.0015,0,0,0,0,0,0.0015,0,0,0,2.1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414e-4,0,0,0,0,NA,0,3.75e-4,3.75e-4,5.25e-6,0,0,0,0,0,0,3.535e-5,0,6.588333333333334e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pacific Loon,0.0329601,0.0370885,0.0315864,0.0294899,0.0252961,0.0269098,0.0194053,0.0224464,0.0215872,0.021052,0.0157334,0.0135637,0.0125082,0.0149,0.0142674,0.0167027,0.0212334,0.0235542,0.0203771,0.0158915,0.0126291,0.009055,0.0080286,0.0065835,0.0058567,0.003954,0.0045062,0.004813,0.0046398,0.0064426,0.0068037,0.0109598,0.0142278,0.0189283,0.0230456,0.0292296,0.035776,0.0480157,0.0426724,0.0434826,0.0371208,0.0463438,0.0407496,0.0379286,0.0349751,0.038254,0.0368301,0.0364248,NA,0.032781225,0.023514399999999998,0.017984075000000002,0.014594575,0.02026405,0.00907405,0.004782475,0.007211475,0.021357825,0.042486675,0.0405357,0.036621,0.022600627083333335,0.042486675,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Arctic/Pacific Loon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,3.53e-5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3.75e-4,8.825e-6,0,3.198541666666667e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Loon,0.0813438,0.0847391,0.076058,0.0787095,0.0661111,0.0677998,0.0533596,0.0595219,0.0625969,0.0596975,0.0538247,0.054942,0.0666479,0.0816709,0.0965569,0.1050481,0.08937,0.073587,0.0636504,0.0574236,0.0518877,0.0563982,0.0594167,0.0604541,0.0590112,0.054577,0.0613656,0.0593066,0.0643247,0.0728603,0.0769277,0.0834469,0.0946591,0.1027703,0.106872,0.1108717,0.1126035,0.1258702,0.1234871,0.1199733,0.1069409,0.119857,0.0995643,0.0855426,0.0827912,0.0838478,0.0815261,0.0825766,NA,0.0802126,0.0616981,0.057765275,0.08748095,0.07100775,0.057039175,0.0585651,0.07438990000000001,0.10379327499999999,0.120483525,0.1029762,0.082685425,0.07984143958333334,0.120483525,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Yellow-billed Loon,0.0020659,0.00169,0.001703,0.0016073,0.0011811,5.387e-4,5.971e-4,0.001038,0.0012285,0.0011127,6.987e-4,7.222e-4,6.336e-4,6.031e-4,3.777e-4,0.0010255,4.74e-4,5.317e-4,4.876e-4,3.622e-4,3.539e-4,4.137e-4,4.837e-4,2.854e-4,1.046e-4,1.198e-4,2.503e-4,4.56e-5,2.109e-4,1.867e-4,3.931e-4,2.683e-4,6.618e-4,1.174e-4,4.46e-4,2.693e-4,6.67e-4,0.0011602,7.608e-4,0.0017334,0.001371,0.0016575,0.001615,0.0014493,9.715e-4,0.0013385,7.351e-4,0.0022765,NA,0.00176655,8.38725e-4,9.40525e-4,6.599749999999999e-4,4.63875e-4,3.84175e-4,1.30075e-4,2.6475e-4,3.73625e-4,0.0010803499999999999,0.0015232,0.0013304,8.1301875e-4,0.00176655,4,Very rare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Common/Yellow-billed Loon,0,0,3.21e-5,0,0,0,0,0,0,6.01e-5,0,0,0,0,0,0,0,0,0,1.51e-5,0,0,0,0,0,0,0,0,0,0,0,2.06e-5,0,0,2.97e-5,0,0,0,0,4.95e-5,0,3.25e-5,0,0.0015,0,0,0,2.59e-5,NA,8.025e-6,0,1.5025e-5,0,3.775e-6,0,0,5.15e-6,7.425e-6,1.2375e-5,3.83125e-4,6.475e-6,3.678125e-5,3.83125e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
loon sp.,0.0027936,0.0039835,0.0037274,0.0033776,0.0026248,0.0032863,0.0021296,0.0019787,0.0026326,0.0031277,0.0023548,0.0023428,0.0018774,0.0021892,0.0019513,0.0021131,0.0019906,0.0017546,0.0021332,0.0018563,0.0012828,0.001287,0.0010399,9.58e-4,9.151e-4,0.0011982,0.0010327,7.527e-4,9.641e-4,0.0015873,0.0013305,0.0019401,0.0023989,0.0029933,0.0031818,0.0038189,0.0031835,0.0043137,0.00536,0.0042591,0.0041817,0.0066298,0.0056711,0.004772,0.0050266,0.0044471,0.0034551,0.0040874,NA,0.003470525,0.00250485,0.0026144750000000002,0.00203275,0.001933675,0.001141925,9.746749999999999e-4,0.0014555,0.003098225,0.004279075,0.00531365,0.00425405,0.0027561145833333335,0.00531365,11,Rare,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
large albatross sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,7.775e-6,0,0,0,0,6.479166666666666e-7,7.775e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Laysan Albatross,0,0,0,0,0,5.39e-5,7.96e-5,9.73e-5,1.17e-4,0,5.18e-5,5.28e-5,0,2.23e-5,0,0,5.69e-5,4.431e-4,2.032e-4,3.02e-5,8.85e-5,6.89e-5,7.25e-5,6.11e-5,2.61e-5,5.99e-5,0.0015,0,0,6.22e-5,1.814e-4,1.858e-4,8.27e-5,1.467e-4,1.189e-4,2.45e-5,0.0015,8.92e-5,0,0,0,6.5e-5,3.76e-5,0,0,2.591e-4,0.0015,0,NA,0,5.77e-5,5.54e-5,5.575e-6,1.8334999999999998e-4,7.274999999999999e-5,3.965e-4,1.0735e-4,9.32e-5,3.973e-4,2.565e-5,4.39775e-4,1.5287916666666666e-4,4.39775e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Black-footed Albatross,0,0,0,0,3.28e-5,8.08e-5,7.96e-5,2.271e-4,1.755e-4,9.02e-5,7.76e-5,1.585e-4,7.04e-5,2.23e-5,0.0015,3.574e-4,8.531e-4,0.0011343,0.0017066,8.602e-4,9.953e-4,4.596e-4,7.013e-4,0.0011414,0.0012811,0.0015876,0.0015021,7.071e-4,0.0015667,0.0014006,0.0011188,9.907e-4,0.0013235,0.0012619,0.0034791,6.12e-4,6.064e-4,8.627e-4,1.383e-4,7.43e-5,0,3.25e-5,1.127e-4,3.53e-5,0,3.886e-4,0,2.59e-5,NA,0,1.0507499999999999e-4,0.00012545000000000001,4.87525e-4,0.00113855,8.244e-4,0.001269475,0.0012692,0.001669125,4.20425e-4,4.5125e-5,1.03625e-4,6.214979166666667e-4,0.001669125,4,Very rare,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Short-tailed Albatross,0,0,0.0015,0,0,0,0,3.24e-5,0,0.0015,2.59e-5,3.52e-5,0,0,0,0,0,0.0015,0,0,6.64e-5,0.0015,0,0,5.23e-5,0,6.26e-5,0,3.01e-5,0,0,6.19e-5,2.76e-5,5.87e-5,0,0.0015,0,2.97e-5,0,0,0.0015,0,0.0015,0,0,8.64e-5,3.68e-5,0,NA,3.75e-4,8.1e-6,3.90275e-4,0,3.75e-4,3.9160000000000003e-4,2.8725e-5,2.3e-5,3.9657500000000003e-4,7.425e-6,7.5e-4,3.08e-5,2.31375e-4,7.5e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
albatross sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-5,0,0,0,3e-5,0,0,3.01e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32e-5,0,0,NA,0,0,0,0,0,5.75e-6,7.5e-6,7.525e-6,0,0,0,1.08e-5,2.63125e-6,1.08e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fork-tailed Storm-Petrel,0,0.0015,0,2.33e-5,6.56e-5,8.08e-5,1.393e-4,9.73e-5,1.463e-4,6.01e-5,2.59e-5,1.057e-4,2.35e-5,8.94e-5,4.2e-5,3.418e-4,9.29e-4,0.0015774,0.0025192,0.0016752,0.0013271,8.963e-4,0.001451,0.0018752,0.0019871,0.0024263,0.0012517,0.0016651,0.0031936,0.0026766,0.0029634,0.0049536,0.0042463,0.0036683,0.0039252,0.0014933,5.154e-4,0.0010412,3.804e-4,4.21e-4,1.714e-4,1.95e-4,1.127e-4,7.07e-5,4.22e-5,8.64e-5,0,2.59e-5,NA,3.80825e-4,9.575e-5,8.45e-5,1.24175e-4,0.0016752,0.0013874,0.00183255,0.0034468,0.003333275,5.895e-4,1.3745e-4,3.8625000000000004e-5,0.0010938375,0.0034468,5,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Leachs Storm-Petrel,0,0,0,0,3.28e-5,0,0,0,0,0,0,0,2.35e-5,0,2.1e-5,7.77e-5,4.36e-4,9.393e-4,8.939e-4,5.584e-4,3.981e-4,7.354e-4,7.98e-4,0.0014675,0.001438,0.0016775,0.0012204,0.001437,0.0018077,0.0015873,0.001391,0.0026419,8.548e-4,4.402e-4,0.0014273,5.386e-4,3.638e-4,1.785e-4,6.92e-5,4.705e-4,2.399e-4,9.75e-5,3.76e-5,0,0,0.0015,0,0,NA,0,8.2e-6,0,3.055e-5,7.069e-4,8.4975e-4,0.001443225,0.001856975,8.15225e-4,2.705e-4,9.375e-5,3.75e-4,5.3750625e-4,0.001856975,2,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Hydrobates sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3.75e-4,0,0,0,0,0,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
storm-petrel sp.,0,0,0,0,0,0,0,0,0,0,0,3.52e-5,0,0,0,3.11e-5,3.79e-5,1.063e-4,1.219e-4,1.51e-5,4.42e-5,4.6e-5,2.42e-5,1.223e-4,1.307e-4,1.198e-4,9.39e-5,4.56e-5,2.109e-4,1.556e-4,6.05e-5,4.13e-5,1.103e-4,8.8e-5,2.97e-5,4.9e-5,3.03e-5,0.0015,3.46e-5,4.95e-5,0,3.25e-5,0,0,0,0,0,0,NA,0,0,8.8e-6,7.775e-6,7.03e-5,5.9174999999999995e-5,9.75e-5,1.17075e-4,6.925e-5,4.036e-4,8.125e-6,0,7.013333333333333e-5,4.036e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
